innovation,integrity,quality,respect,teamwork,document_length,Doc_ID
109.44330591596561,128.84890912442978,61.35748618977242,233.39602451430872,94.15341265224743,4586.0,1.F
25.72428309538877,4.8981731835594635,19.479684812196652,1.3594928123202086,24.08057561704876,2233.0,2.F
14.138984023271158,3.9160150266976834,15.919288930789492,5.383702195123269,67.87233564781673,1794.0,3.F
34.75401939763939,5.927155353626497,16.793321946149966,5.405516700870917,17.29399894382399,1332.0,4.F
14.996330732229325,4.06526406062436,10.551640741080677,8.686276079892332,15.02337189199164,1373.0,5.F
20.645451528372295,30.150341641678228,37.214969213105604,16.029105546206,41.18153201687524,2286.0,6.F
6.295656933183967,0.0,14.607375529485944,1.200015888210276,10.26589740527298,1265.0,7.F
6.946469411358292,3.733693469903729,15.183199619332479,0.0,9.578649946840224,1036.0,8.F
40.48960699250723,4.06526406062436,33.917513210681356,15.78791732992098,23.538455701484956,1092.0,9.F
9.398349158039016,11.122937667408628,18.21253606908284,12.315153868120738,27.255537652508785,888.0,10.F
8.667432782935585,3.0405462893437836,9.47502262792938,11.538921974499415,1.3942784036589655,950.0,11.F
17.144401235605727,3.94020975528474,18.10764842249437,9.379555864954536,6.723912965820423,1511.0,14.F
26.93606444161294,0.0,9.241210031307757,0.31895384821986494,22.231941577638967,1830.0,15.F
14.505140887310308,10.847980907156774,9.487588645059754,7.23562067296369,16.692595951209967,1904.0,16.F
16.016148545880675,5.509642333105141,1.5866150246841166,9.062520946454404,3.8698897435897264,1147.0,17.F
13.815936911120502,13.723788793565637,2.4233804314951604,0.0,4.009944653245546,1268.0,18.F
34.88031366097602,15.645533200868122,3.7283897409907762,20.936297753978828,20.21416167790185,1098.0,19.F
8.087950129539202,1.6753053374217253,8.788849362497942,0.15947692410993247,2.5697544581945957,1758.0,20.F
6.605413769037103,4.868820971546936,5.824862958437975,0.0,13.47862320538976,719.0,21.F
7.656993852573999,2.746410980300001,3.730482715356565,2.0810779282006875,1.2213878459276142,954.0,22.F
27.99634208988243,8.432808993121652,9.551108875845742,6.667395502774294,13.327488057862489,1902.0,23.F
7.393615346043331,2.434410485773468,10.305946281584644,0.15947692410993247,12.567010926661837,1153.0,24.F
123.99088436879032,348.4275852490932,122.8830130199907,361.2184290017298,117.18017085992591,9088.0,25.F
4.273502973899332,17.223001855210303,4.793238290380929,5.622259452246297,17.301932620886905,1535.0,26.F
18.98874709571244,1.8618912930021374,9.392192953454712,6.12813194368777,12.173206314998726,2486.0,27.F
50.2743357303785,8.947949712063437,15.079120695664301,12.487509238371509,7.940239112303904,2985.0,28.F
42.9712957995345,8.747922458237767,19.16879634159888,2.759829530563138,18.926759937696424,2931.0,29.F
26.63560419066794,18.32146520394204,13.10970933222194,10.345378365664017,17.070128716656537,2849.0,30.F
26.67263740549675,5.619779491492923,14.648177265642705,6.8914109480217975,4.164695779798557,2606.0,31.F
34.522964346444724,35.37661118175873,20.357839711553115,29.04361021041223,14.785789064003843,3659.0,32.F
19.405748749838352,18.709715489678437,21.235596899083387,12.573347447352162,11.190889617491912,2943.0,33.F
23.68443546375465,17.387836397704746,21.390952681109777,7.350788400042115,10.009207385290829,2093.0,34.F
23.38321772765385,13.83744811203816,14.272970580838603,8.72430225733981,7.655827612530975,2595.0,35.F
17.393097923528693,31.26592222793409,14.516440732184716,17.14557425704229,26.600783202504516,2765.0,36.F
55.372707281225985,45.92258239181421,19.867616749633147,36.095606352676526,21.05866630703087,3691.0,37.F
1.9593425215955942,5.735132201779199,2.7494603603469105,8.85768040500196,0.0,1817.0,38.F
3.9427194728749972,10.833355629585869,2.5432198888049777,16.688619802830328,20.568764333552554,1604.0,39.F
13.199454814128025,16.540508469288984,5.546050082531512,5.26708069593383,2.7945343170858843,2558.0,40.F
7.096039699718107,11.733019095526826,14.89218346416714,12.877349947512371,20.70178658406079,2330.0,41.F
11.714658802411684,27.78820407342994,20.965873770694127,15.455659377328136,25.262813835653137,2238.0,42.F
10.913099376538893,11.99253029101191,11.763697341292577,3.4867903751776796,9.382415907586026,2645.0,43.F
12.26177424865808,13.732618570125505,2.562281354471154,10.687327398252464,9.896559447380865,2395.0,44.F
124.72042989608022,203.6561187741421,82.28531472551846,320.6239808882493,91.31781767430358,8347.0,45.F
35.82152784268228,29.202307680706802,15.405763942682965,47.33093056675652,12.986895342104102,3312.0,46.F
61.587378889787715,25.101567797130457,14.798165479507661,12.192157199497354,12.58392351193326,3663.0,47.F
46.65610473001663,11.813912505080676,12.46867952512228,7.400972224774771,10.213330713854887,3127.0,48.F
69.18861761631484,14.10858394730752,34.260298488711896,12.904940039816847,17.536949790937857,4464.0,49.F
48.25463393863812,15.823968352872424,20.953915524912514,10.57762165438997,3.491673518915367,3761.0,50.F
43.095071856606964,17.76948398764445,22.528886453115735,23.954136503309957,18.057500532607293,3290.0,51.F
58.57141543927607,33.90778270376859,14.355908651949498,22.171557681203723,18.829403400925088,2744.0,52.F
40.09842233450836,36.03135375326837,24.66869065615004,9.76167501079135,24.95982203196646,4583.0,53.F
45.7640558361653,88.02083117716154,20.212936381064896,50.851079890468185,7.4870712045000545,5409.0,54.F
34.75988687048795,15.747323932955727,16.159310057572096,15.466135827431458,15.877985257485198,3482.0,55.F
18.851836030131167,49.47762917417803,0.12729023761403105,34.13246158453253,7.833784579724712,746.0,56.F
37.39987002321412,9.735586478974069,37.77032994912053,10.056791620791213,5.28535656189097,1957.0,57.F
56.958588530738844,29.660106470469167,40.3879664001166,5.18766943892153,38.748586651523574,2449.0,58.F
86.08197019728168,11.430069550944257,46.063017123592246,10.345813571098052,19.866198166269392,3235.0,59.F
30.404461790805925,15.208991663399901,26.245031952369914,16.004374846879227,11.01663416130802,2841.0,60.F
42.45311855840765,33.622575573340896,19.700607318279587,9.329501353772084,0.6971392018294827,3047.0,61.F
12.5065610506089,25.292900581733022,18.70504820181668,0.0,8.795664255393834,2349.0,62.F
54.29890613721702,14.040053686878629,16.128667142188885,7.371799763864294,11.072480430985717,2057.0,63.F
12.326705013086672,7.667664224888336,31.29629874551374,7.034449860400209,33.61845315128652,2603.0,64.F
155.08123865833372,12.548892302969607,50.55232190733084,7.164394378430365,12.331147538355344,2971.0,65.F
134.77783214732435,7.575259091564388,15.605376429872521,14.131375124289686,14.4499875124239,1631.0,66.F
12.32360289146863,38.082797297308005,10.454264632140632,31.73034685713278,7.65370051787095,644.0,67.F
24.05262507916176,11.640906299392045,30.812328273238045,11.513393753039674,3.3187829611840156,2200.0,68.F
7.801559064890711,0.0,3.8081576049462624,1.921601004090755,6.205178570700541,1839.0,69.F
25.07078076623366,9.765382074021641,11.643005536313243,5.1160309149079595,10.436336893096623,1536.0,70.F
21.473728492580967,4.8672088904621775,4.900724383232918,6.01742595148329,0.0,1296.0,71.F
